-964.6500754, 928.122626279, -923.82203876, -652.464766547, 889.420502721, 256.61930537, -801.600928802, -709.804240618, 1020.50784002, 40.4566890878, -1157.02209095, -271.931048732, -969.132572046, -504.870042166, -93.2603752924, 25.3389784428, 1148.28776586, -120.757126965, 568.710866379, 626.925112481, -352.953470732, -569.814013444, -117.040861678, 308.77687788, 635.023813398
1172.83335428, -287.400418239, -523.687458051, 363.985480669, -2.26681386397, -134.886381369, 21.355037694, -1027.73561985, -265.203295351, -265.946586707, -267.415703281, 714.714309205, -424.611627966, -55.3975333927, -1086.13904029, 533.665752175, -528.320444756, -1004.04570398, 731.576747963, -636.979315769, 276.363389008, 648.442609577, -746.764473595, 967.028049503, 815.396086428
1022.65516061, 544.544041956, -87.0917213881, -807.624560458, -432.909633815, 191.173256527, -605.137898659, -330.056161187, 429.314174285, 3.15293777195, 257.73342976, 529.227132141, 805.769740966, -132.118823054, -337.381791705, -1086.98283857, -397.935944672, -498.285692037, 222.795350977, -484.170906312, -729.590553878, 766.01071136, 677.096207416, 1122.34523744, -834.240130971
-309.343973771, 1066.65497839, 593.297536753, 36.5370138408, 599.650269964, -409.951336108, -80.113445759, 22.3522069819, 757.028470183, -830.764594585, -384.551692367, -855.638963445, 660.170699266, -647.944576518, 136.886975104, -198.274976341, 1027.71890576, 514.305495127, -563.166301572, 959.012439675, 291.358622447, 1.42602650154, 956.845811314, -923.984048041, -813.583651529
371.232112222, -789.445375653, 67.0107572472, -552.969765839, 835.026234618, 269.911510139, 502.338221678, 989.790788528, -990.659947748, -753.383782623, -467.462280396, -228.110708166, 726.638684895, -1144.72142528, -140.738934955, 1086.71842202, 1148.44099803, 878.151724057, -123.251341167, 374.536729793, -450.626824342, 629.526826178, -449.451298638, -832.45715174, -877.11458121
-124.057706009, -435.824695089, -306.325574679, 457.773957381, 279.546696005, 1028.99526846, 736.264884137, -541.101950563, -985.737082592, -639.052076774, 805.664503337, -440.844186579, -1172.52972952, -674.890565522, 1056.6688379, -543.653348983, -849.601443024, 279.381336006, 638.716666638, 324.722452052, -539.060799291, 3.45678588641, -185.271436762, 541.66231637, 126.964955181
-400.561692187, 469.156601838, 503.563880587, -471.372443423, 1062.21931294, -1099.15896935, 939.433154374, 555.927494068, 708.837592852, 235.189513632, -890.499574568, -334.510449973, 753.276512461, 687.977746009, 455.449902909, -717.92937876, -516.417913031, 1085.47079498, 521.682053881, -77.2587763459, -18.140881989, 1097.70810748, 262.317070937, -1169.70599615, -768.493233355
564.984681191, 100.738717363, -274.337181501, 432.732782451, 916.960498658, -767.862072365, 260.449116457, 240.837138948, -1116.15119386, -274.42345702, -1096.63985502, -392.804875577, 684.529351623, 768.20374159, -679.96572712, 535.570002393, -192.699803898, 924.018904164, 1060.71234928, 477.109573929, -1051.02296369, 186.995883091, -558.099422013, 1088.90560504, -396.849348458
-571.725652181, 662.830517784, 580.246920131, 580.436184504, 1032.97023084, -1025.58165807, 76.4085582777, -379.116761761, 368.17140868, -375.23175865, 1140.75861448, 945.030653712, 429.81254338, -939.746050672, 467.383250839, -200.229930322, -442.998208349, -1117.84110089, 339.198181678, -561.156735784, -13.9692465856, 654.196660091, 225.747061296, -739.667132544, 830.208660061
-384.154697213, 253.824329742, 122.221816945, 934.424425236, -90.7417004366, 1059.86834676, 591.053571076, -658.659921523, -236.458796518, 736.202197561, -848.540553885, 73.5507110246, -1038.80776234, 883.042600485, 1140.76773182, -1104.31283557, 40.1967513441, -656.925279229, -913.260798147, -211.934455098, 759.95184718, 212.196324104, -466.380299897, -501.106402915, -354.271276275
